,University,Website
4471,STMIK AMIKOM Yogyakarta,www.amikom.ac.id
4472,STMIK Sinar Nusantara,www.sinus.ac.id
4473,Stockholm Institute of Education,www.lhs.se
4474,Stockholm School of Economics,www.hhs.se
4475,Stockholm School of Economics in Riga,www.sseriga.edu.lv
4476,Stockholm University,www.su.se
4477,"St.Patrick's International College, London",www.st-patricks.ac.uk
4478,St. Pauls University,www.spu.ac.ke
4479,St. Paul University,www.ustpaul.ca
4480,St. Petersburg Institute of Arts and Restoration,www.spbiir.ru
4481,St. Petersburg Institute of Sales Management and Economics,www.spbtei.ru
4482,St. Petersburg Repin State Academic Institute of Painting Sculpture and Achitecture,artacademy.spb.ru
4483,St. Petersburg State Academy for Engineering Economics (ENGECON),www.engec.ru
4484,St. Petersburg State Agrarian University,www.spbgau.spb.ru
4485,St. Petersburg State Chemical Pharmaceutical Academy,www.spcpa.ru
4486,St. Petersburg State Cinema and TV University,www.gukit.ru
4487,St. Petersburg State Conservatory,www.conservatory.ru
4488,St. Petersburg State Electrotechnical University,www.eltech.ru
4489,St. Petersburg State Forest-Technical Academy,www.ftacademy.ru
4490,St. Petersburg State Institute of Technology (Technological University),www.gti.spb.ru
4491,St. Petersburg State Marine Technical University,www.smtu.ru
4492,St. Petersburg StateMechnikov  Medical Academy,www.spsmma.com
4493,St. Petersburg State Medical Academy,www.mechnik.spb.ru
4494,St. Petersburg State Mining Institute (Technical University),www.spmi.edu.ru
4495,St. Petersburg State Mountain Institut,www.gorny-ins.ru
4496,St. Petersburg State Pediatric Medical Academy,www.gpma.ru
4497,St. Petersburg State Polytechnical University,www.spbstu.ru
4498,St. Petersburg State Technical University,www.unilib.neva.ru
4499,St. Petersburg State Technological University of Plant Polymers,www.gturp.spb.ru
4500,St. Petersburg State Theatre Arts Academy,www.tart.spb.ru
4501,St. Petersburg State University,www.spbu.ru
4502,St. Petersburg State University of Aerospace Instrumentation,www.suai.ru
4503,St. Petersburg State University of Architecture and Civil Engineering,www.spbgasu.ru
4504,St. Petersburg State University of Civil Aviation,www.academiaga.ru
4505,St. Petersburg State University of Culture and Arts,www.spbguki.ru
4507,St. Petersburg State University of Economics and Finance,www.uef.ru
4509,"St. Petersburg State University of Information Technologies, Mechanics and Optics",www.ifmo.ru
4510,St. Petersburg State University of Technology and Design,www.sutd.ru
4511,St. Petersburg State University of Telecommunication,www.sut.ru
4512,St. Petersburg State University of Waterway Communications,www.spbuwc.ru
4513,Stratford College London,www.sclondon.ac
4514,Strathmore University,www.strathmore.edu
4515,St Theresa's Medical University,www.stmu.org
4516,St. Thomas University,www.stthomasu.ca
4517,Suan Dusit Rajabhat University,www.dusit.ac.th
4518,Sudan Academy of Sciences,www.sas-sd.net
4519,Sudan International University,www.siu-sd.com
4520,Sudan University for Science and Technology,www.sustech.edu
4521,Suez Canal University,www.suez.edu.eg
4522,Sugino Women's College,www.sugino.ac.jp
4523,Sugiyama Jogakuen University,www.sugiyama-u.ac.jp
4524,Sukhothai Thammathirat Open University,www.stou.ac.th
4525,Sulaimani Polytechnic University,www.spu.edu.iq
4526,Suleyman Demirel University,www.sdu.edu.kz
4527,Suleyman Demirel University,www.sdu.edu.tr
4528,Sultan Abdul Halim Muadzam Shah Polytechnic,www.polimas.edu.my
4529,Sultanah Bahiyah Polytechnic,www.ptsb.edu.my
4530,Sultan Ahmad Shah Islamic College,www.kipsas.edu.my
4531,Sultan Azlan Shah Polytechnic ,www.psas.edu.my
4532,Sultan Haji Ahmad Shah Polytechnic,www.polisas.edu.my
4533,Sultan Idris Shah Polytechnic,www.psis.edu.my
4534,Sultan Ismail Petra International Islamic College,www.kias.edu.my
4535,Sultan Mizan Zainal Abidin Polytechnic,www.psmza.edu.my
4536,Sultan Qaboos University,www.squ.edu.om
4537,Sultan Salahuddin Abdul Aziz Shah Polytechnic,www.psa.edu.my
4538,Sumgait State University,www.sdu.edu.az
4539,Sumy National Agrarian University,www.sau.sumy.ua
4540,Sumy State University,www.sumdu.edu.ua
4541,Sunchon National University,www.sunchon.ac.kr
4542,Sungkyul University,www.sungkyul.ac.kr
4543,Sung Kyun Kwan University,www.skku.ac.kr
4544,Sungshin Women's University,www.sungshin.ac.kr
4545,Sunmoon University,www.sunmoon.ac.kr
4546,Sunrise University Alwar,www.sunriseuniversity.in
4547,Sunway University,www.sunway.edu.my
4549,Sun Yat-Sen University of Medical Sciences,www.gzsums.edu.cn
4550,Suranaree University of Technology,www.sut.ac.th
4551,Surgut State University,www.surgu.wsnet.ru
4552,Surugadai University,www.surugadai.ac.jp
4553,Sur University College,www.suc.edu.om
4554,Suwon Catholic University,www.suwoncatholic.ac.kr
4555,Suwon University,www.suwon.ac.kr
4556,Suzhou University,www.suda.edu.cn
4557,Suzuka International University,www.suzuka-iu.ac.jp
4558,Suzuka University of Medical Science,www.suzuka-u.ac.jp
4559,Svey Reong University,www.sru.edu.kh
4560,Swami Ramanand Teerth Marathwada University,www.srtmun.org
4561,Swansea Metropolitan University,www.smu.ac.uk
4562,"Swedish School of Economics and Business Administration, Finland",www.shh.fi
4563,Swedish University of Agricultural Sciences,www.slu.se
4564,Swinburne University of Technology,www.swin.edu.au
4565,"Swinburne University of Technology, Sarawak Campus",www.swinburne.edu.my
4566,Swiss Business School Zurich (SBS),www.sbs.edu
4567,"Swiss Federal Institute of Technology, Lausanne",www.epfl.ch
4568,"Swiss Federal Institute of Technology, Zurich",www.ethz.ch
4569,Swiss German University,www.sgu.ac.id
4570,Swiss Management Center,www.swissmc.ch
4571,Syktyvkar State University,ssu.komi.com:8101
4572,Sylhet Agricultural University,www.sau.ac.bd
4573,Sylhet Engineering College,www.sec.ac.bd
4574,Sylhet International University,www.siu.edu.bd
4575,Symbiosis International University,www.siu.edu.in
4576,"Synergy University, Dubai Campus",www.synergydubai.ae
4577,Syrian International Private University for Science & Technology,www.siust.edu.sy
4578,Syrian Virtual University,www.svuonline.org
4579,Szent István University,www.szie.hu
4580,Tabari Institute of Higher Education,www.tabari.ac.ir
4581,Tabriz College of Technology,www.tct.ac.ir
4582,Tabriz Islamic Art University,www.tabriziau.ac.ir
4583,Tabriz University,www.tabrizu.ac.ir
4584,Tabriz University of Medical Sciences,www.tbzmed.ac.ir
4585,Taegu National University of Education,www.taegu-e.ac.kr
4586,Taegu University,www.taegu.ac.kr
4587,Taejon National University of Technology,www.tnut.ac.kr
4588,Taejon University,www.taejon.ac.kr
4589,Taeshin Christian University,www.taeshin.ac.kr
4590,Tafila Technical University ,www.ttu.edu.jo
4591,Taganrog State Pedagogical Institute,www.tgpi.ttn.ru
4592,Taganrog State University of Radioengineering,www.tsure.ru
4593,Taibah University,www.taibahu.edu.sa
4594,TaiChung Healthcare and Management University,www.thmu.edu.tw
4595,Taif University,www.tu.edu.sa
4596,Tainan National College of the Arts,www.tnca.edu.tw
4597,Taipei Medical College,www.tmc.edu.tw
4598,Taipei Municipal Teachers College,www.tmtc.edu.tw
4599,Taipei Physical Education College,www.tpec.edu.tw
4600,Taisho University,www.tais.ac.jp
4601,Tai Solarin University of Education,www.tasued.edu.ng
4602,Taiyuan University of Technology,www.tyut.edu.cn
4603,Taizhou College,www.tzc.edu.cn
4604,Taiz University,www.taiz.edu.ye
4605,Tajik Agrarian University,www.tajagroun.tj
4606,Tajikistan International University,www.tiu.tj
4607,Tajik National University,tgnu.tarena.tj
4608,Taj Institute of Higher Education,www.taj.edu.af
4609,Taj International College,www.taj.edu.my
4610,Takachiho University,www.takachiho.ac.jp
4611,Takamatsu University,www.takamatsu-u.ac.jp
4612,Takarazuka University of Art and Design,www.takara-univ.ac.jp
4613,Takasaki City University of Economics,www.tcue.ac.jp
4614,Takestan Islamic Azad University,www.tiau.ac.ir
4615,Takhar University,www.tu.edu.af
4616,Takhatmal Shrivallabh Homoeopathic Medical College,www.tshmc.org
4617,Takoradi Polytechnic ,www.tpoly.edu.gh
4618,Takushoku University,www.takushoku-u.ac.jp
4619,Tallinn University,www.tlu.ee
4620,Tallinn University of Technology,www.ttu.ee
4621,Tama Art University,www.tamabi.ac.jp
4622,Tamagawa University,www.tamagawa.ac.jp
4623,Tama Institute of Management and Information Sciences,www.timis.ac.jp
4624,Tambov State Technical University,www.tstu.ru
4625,Tamil Nadu Agricultural University,dbs.tn.nic.in
4626,Tamil Nadu Dr. Ambedkar Law University,www.tndalu.org
4627,Tamil Nadu Dr. M.G.R. Medical University,www.tnmmu.ac.in
4628,Tamil Nadu Veterinary and Animal Sciences University,www.tanuvas.com
4629,Tamil University,www.tamiluniversity.ac.in
4630,Tamkang University,www.tku.edu.tw
4631,Tampere Polytechnic,www.tpu.fi
4632,Tampere University of Technology,www.tut.fi
4633,Tansian University,www.tansianuniversity.edu.ng
4634,Tanta University,www.tanta.edu.eg
4635,Tanzania Business School,www.tbs.ac.tz
4636,Taoist College Singapore,www.taoistcollege.org.sg
4637,Taraba State University,www.tsuniversity.edu.ng
4638,Tarbiat Modares University,www.modares.ac.ir
4639,Targu-Mures University of Theatre,www.uat.ro
4640,Tarim University,www.taru.edu.cn
4642,Tartu Health Care College,www.nooruse.ee
4643,Tashkent Architectural Building Institute,www.taqi.uz
4644,Tashkent Automobile and Roads Institute,www.tayi.uz
4645,Tashkent Chemical Technological Institute,tkti.uz
4646,Tashkent Institute of Irrigation and Melioration,www.tiim.uz
4647,Tashkent Islam University,www.tiu.uz
4648,Tashkent Medical Academy,www.tma.uz
4649,Tashkent Pharmaceutical Institute,www.pharmi.uz
4650,Tashkent School of Finance,www.tfi.uz
4651,Tashkent State Agrarian University,www.agrar.uz
4652,Tashkent State Technical University,www.tdtu.uz
4653,Tashkent State University of Economics,www.tdiu.uz
4654,Tashkent State University of Oriental Studies ,www.tashgiv.uz
4655,Tashkent University of Information Technologies,www.tuit.uz
4656,Tata Institute of Social Sciences,www.tiss.edu
4657,Tatung Institute of Technology,www.ttit.edu.tw
4658,TaTung University ,www.ttu.edu.tw
4659,Taurida National V.I.Vernadsky University,www.tnu.crimea.ua
4660,Taylor's University College,www.taylors.edu.my
4661,Tay Nguyen University,www.taynguyenuni.edu.vn
4662,Tbilisi State Medical University,www.tsmu.edu
4663,Tbilisi State University,www.tsu.edu.ge
4664,Tbilisi Teaching University,www.tbuniver.edu.ge
4665,"Teacher Training College of Revalidation, Rehabilitation and Physical Education",www.nkrriwf.pl
4666,Technical Institute of Dubnica in Dubnica nad Váhom,www.dti.sk
4667,Technical University in Kosice,www.tuke.sk
4668,Technical University in Zvolen,www.tuzvo.sk
4669,Technical University of Bialystok,www.pb.bialystok.pl
4670,Technical University of Budapest,www.bme.hu
4671,Technical University of Civil Engineering Bucharest,www.utcb.ro
4672,Technical University of Cluj-Napoca,www.utcluj.ro
4673,Technical University of Cracow,www.pk.edu.pl
4674,Technical University of Crete,www.tuc.gr
4675,Technical University of Czestochowa,www.pcz.czest.pl
4676,Technical University of Denmark,www.dtu.dk
4677,Technical University of Gabrovo,www.tugab.bg
4678,Technical University of Gdansk,www.pg.gda.pl
4679,Technical University of Iasi,www.tuiasi.ro
4680,Technical University of Kenya,www.tukenya.ac.ke
4681,Technical University of Kielce,www.tu.kielce.pl
4682,Technical University of Koszalin,www.tu.koszalin.pl
4683,Technical University of Liberec,www.vslib.cz
4684,Technical University of Lodz,www.p.lodz.pl
4685,Technical University of Lublin,www.pol.lublin.pl
4686,Technical University of Mining and Metallurgy Ostrava,www.vsb.cz
4687,Technical University of Mombasa,www.tum.ac.ke
4688,Technical University of Opole,www.po.opole.pl
4689,Technical University of Poznan,www.put.poznan.pl
4690,Technical University of Radom,www.man.radom.pl
4691,Technical University of Rzeszow,www.prz.rzeszow.pl
4692,Technical University of Sofia,www.tu-sofia.bg
4693,Technical University of Szczecin,www.tuniv.szczecin.pl
4694,Technical University of Timisoara,www.utt.ro
4695,Technical University of Varna,www.tu-varna.acad.bg
4696,Technical University of Warsaw,www.pw.edu.pl
4697,Technical University of Wroclaw,www.pwr.wroc.pl
4698,Technical University of Zielona Gora,www.pz.zgora.pl
4699,Technikum Wien,www.technikum-wien.at
4700,Technion - Israel Institute of Technology,www.technion.ac.il
4701,Technische Fachhochschule Berlin,www.tfh-berlin.de
4702,"Technische Fachhochschule Georg Agricola für Rohstoff, Energie und, Umwelt zu Bochum",www.tfh-bochum.de
4703,Technische Fachhochschule Wildau,www.tfh-wildau.de
4704,Technische Universität Bergakademie Freiberg,www.tu-freiberg.de
4705,Technische Universität Berlin,www.tu-berlin.de
4706,Technische Universität Carolo-Wilhelmina Braunschweig,www.tu-bs.de
4707,Technische Universität Chemnitz,www.tu-chemnitz.de
4708,Technische Universität Clausthal,www.tu-clausthal.de
4709,Technische Universität Darmstadt,www.tu-darmstadt.de
4710,Technische Universität Dresden,www.tu-dresden.de
4711,Technische Universität Graz,www.tugraz.at
4712,Technische Universität Hamburg-Harburg,www.tu-harburg.de
4713,Technische Universität Ilmenau,www.tu-ilmenau.de
4714,Technische Universität München,www.tu-muenchen.de
4715,Technische Universität Wien,www.tuwien.ac.at
4716,Technological Education Institute of Athens,www.teiath.gr
4717,Technological Education Institute of Epiros,www.teiep.gr
4718,"Technological Education Institute of Halkida, Euboea",www.teihal.gr
4719,Technological Education Institute of Heraklion,www.teiher.gr
4720,Technological Education Institute of Kalamata,www.teikal.gr
4721,Technological Education Institute of Kavala,www.teikav.edu.gr
4722,Technological Education Institute of Kozani,www.teikoz.gr
4723,Technological Education Institute of Lamia,www.teilam.gr
4724,Technological Education Institute of Larissa,www.teilar.gr
4725,Technological Education Institute of Mesologgi,www.teimes.gr
4726,Technological Education Institute of Patras,www.teipat.gr
4727,Technological Education Institute of Piraeus,www.teipir.gr
4728,Technological Education Institute of Serres,www.teiser.gr
4729,Technological Education Institute of Thessaloniki,www.teithe.gr
4748,Technological University of Iceland,www.iti.is
4750,Technological University of the Philippines,www.tup.edu.ph
4761,"Tecnologico de Baja California, Universidad",www.tecbc.mx
4762,Tehran University of Medical Sciences,www.tums.ac.ir
4763,Tehran University of Teacher Training,www.tmu.ac.ir
4764,Teikyo Heisei University,www.teikyo-u.ac.jp
4765,Teikyo University of Science and Technology,www.ntu.ac.jp
4766,Tel Aviv University,www.tau.ac.il
4767,"Télé-université, Université du Québec",www.teluq.uquebec.ca
4769,Temple University Japan,www.tuj.ac.jp
4770,Tenri University,www.tenri-u.ac.jp
4771,Ternopil Academy of National Economy,www.tane.edu.ua
4772,Ternopil State Ivan Pul'uj Technical University,www.tu.edu.te.ua
4773,Texila American University,www.tauedu.org
4774,Textile Institute of Pakistan,www.tip.edu.pk
4775,Tezpur University,www.tezu.ernet.in
4776,Tezukayama Gakuin University,www.tezuka-gu.ac.jp
4777,Tezukayama University,www.tezukayama-u.ac.jp
4778,Thainguyen University of Agriculture and Forestry,www.tuaf.edu.vn
4779,Thaksin University,www.tsu.ac.th
4780,Thamar University,www.thuniv.net
4781,Thames Valley University,www.tvu.ac.uk
4782,Thammasat University,www.tu.ac.th
4783,Thapar Institute of Engineering and Technology,www.tiet.ac.in
4784,The Achievers University,www.achievers.edu.ng
4785,The American University in London,www.aul.edu
4786,Theatre Academy Finland,www.teak.fi
4788,The College of The Bahamas,www.cob.edu.bs
4789,The CTL Eurocollege,www.ctleuro.ac.cy
4790,The Department of European Studies Jean Monnet,jeanmonnet.ch
4791,The Emirates Academy of Hotel Managment,www.emiratesacademy.edu
4792,The Federal Polytechnic Offa,www.fedpoffa.edu.ng
4793,The Future University,www.futureu.edu.sd
4794,The Global College Lahore,www.global.edu.pk
4795,The Government Sadiq College Women University Bahawalpur,www.gscwu.edu.pk
4796,The Interdisciplinary Center Herzliya,www.idc.ac.il
4797,The Kingdom University,www.ku.edu.bh
4798,The Manchester Metropolitan University,www.mmu.ac.uk
4799,The New College,www.thenewcollege.org
4800,Theologische Fakultät Paderborn,www.paderborn.de
4801,Theologische Fakultät Trier,www.uni-trier.de
4802,Theologische Hochschule Friedensau,www.thh-friedensau.de
